name,illumination,contrast,clarity,artifacts,field,quality,left,right,left_or_right,fundus_image_type,source,image_path
UWF-mosaic-273,0,1,1,1,1,0,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-273.jpg
UWF-mosaic-274,1,1,0,1,1,0,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-274.jpg
UWF-mosaic-275,0,1,1,1,1,0,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-275.jpg
UWF-mosaic-276,0,1,0,1,1,0,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-276.jpg
UWF-mosaic-277,0,1,0,1,1,0,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-277.jpg
UWF-mosaic-278,1,1,1,1,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-278.jpg
UWF-mosaic-279,0,1,0,1,1,0,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-279.jpg
UWF-mosaic-280,1,1,0,1,1,0,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-280.jpg
UWF-mosaic-281,1,1,1,0,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-281.jpg
UWF-mosaic-282,0,1,0,0,1,0,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-282.jpg
UWF-mosaic-283,0,1,1,1,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-283.jpg
UWF-mosaic-284,0,1,0,1,1,0,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-284.jpg
UWF-mosaic-285,1,1,1,1,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-285.jpg
UWF-mosaic-286,0,1,1,0,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-286.jpg
UWF-mosaic-287,0,1,1,0,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-287.jpg
UWF-mosaic-288,0,1,1,0,1,0,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-288.jpg
UWF-mosaic-289,0,1,1,0,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-289.jpg
UWF-mosaic-290,0,1,0,1,1,0,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-290.jpg
UWF-mosaic-291,1,1,0,1,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-291.jpg
UWF-mosaic-292,0,1,0,1,1,0,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-292.jpg
UWF-mosaic-293,0,1,1,1,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-293.jpg
UWF-mosaic-294,1,1,0,1,1,0,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-294.jpg
UWF-mosaic-295,1,1,1,1,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-295.jpg
UWF-mosaic-296,1,1,1,1,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-296.jpg
UWF-mosaic-297,1,1,1,1,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-297.jpg
UWF-mosaic-298,1,1,0,1,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-298.jpg
UWF-mosaic-299,0,1,1,1,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-299.jpg
UWF-mosaic-300,0,1,1,1,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-300.jpg
UWF-mosaic-301,1,1,1,1,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-301.jpg
UWF-mosaic-302,0,1,1,0,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-302.jpg
UWF-mosaic-303,1,1,1,0,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-303.jpg
UWF-mosaic-304,0,1,1,1,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-304.jpg
UWF-mosaic-305,1,1,1,1,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-305.jpg
UWF-mosaic-306,0,1,1,1,1,0,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-306.jpg
UWF-mosaic-307,1,1,0,1,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-307.jpg
UWF-mosaic-308,1,0,1,1,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-308.jpg
UWF-mosaic-309,1,1,0,1,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-309.jpg
UWF-mosaic-310,1,1,1,1,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-310.jpg
UWF-mosaic-311,0,1,1,1,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-311.jpg
UWF-mosaic-312,0,1,0,1,1,0,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-312.jpg
UWF-mosaic-313,1,1,1,1,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-313.jpg
UWF-mosaic-314,0,1,0,1,1,0,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-314.jpg
UWF-mosaic-315,1,1,0,1,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-315.jpg
UWF-mosaic-316,1,1,1,1,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-316.jpg
UWF-mosaic-317,1,1,1,1,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-317.jpg
UWF-mosaic-318,1,1,1,1,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-318.jpg
UWF-mosaic-319,1,1,1,1,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-319.jpg
UWF-mosaic-320,0,1,0,1,1,0,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-320.jpg
UWF-mosaic-321,0,1,0,1,1,0,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-321.jpg
UWF-mosaic-322,0,1,0,1,1,0,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-322.jpg
UWF-mosaic-323,0,1,1,1,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-323.jpg
UWF-mosaic-324,1,1,1,1,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-324.jpg
UWF-mosaic-325,1,1,1,1,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-325.jpg
UWF-mosaic-326,0,1,1,1,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-326.jpg
UWF-mosaic-327,1,1,1,1,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-327.jpg
UWF-mosaic-328,1,1,1,1,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-328.jpg
UWF-mosaic-329,1,1,1,1,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-329.jpg
UWF-mosaic-330,0,1,0,1,1,0,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-330.jpg
UWF-mosaic-331,0,0,0,1,1,0,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-331.jpg
UWF-mosaic-332,0,1,1,1,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-332.jpg
UWF-mosaic-333,1,1,0,1,1,0,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-333.jpg
UWF-mosaic-334,0,1,0,1,1,0,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-334.jpg
UWF-mosaic-335,0,1,1,1,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-335.jpg
UWF-mosaic-336,0,1,1,1,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-336.jpg
UWF-mosaic-337,1,1,1,1,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-337.jpg
UWF-mosaic-338,1,1,1,1,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-338.jpg
UWF-mosaic-339,0,1,0,1,1,0,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-339.jpg
UWF-mosaic-340,1,1,1,1,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-340.jpg
UWF-mosaic-341,1,1,1,1,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-341.jpg
UWF-mosaic-342,1,1,1,1,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-342.jpg
UWF-mosaic-343,1,1,0,1,1,0,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-343.jpg
UWF-mosaic-344,0,1,1,1,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-344.jpg
UWF-mosaic-345,0,0,0,1,1,0,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-345.jpg
UWF-mosaic-346,0,1,1,1,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-346.jpg
UWF-mosaic-347,0,1,0,1,1,0,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-347.jpg
UWF-mosaic-348,1,1,1,1,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-348.jpg
UWF-mosaic-349,0,1,0,0,1,0,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-349.jpg
UWF-mosaic-350,0,1,1,1,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-350.jpg
UWF-mosaic-351,0,1,1,1,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-351.jpg
UWF-mosaic-352,1,1,1,1,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-352.jpg
UWF-mosaic-353,0,1,1,0,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-353.jpg
UWF-mosaic-354,0,1,0,1,1,0,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-354.jpg
UWF-mosaic-355,1,1,0,1,1,0,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-355.jpg
UWF-mosaic-356,0,1,0,1,1,0,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-356.jpg
UWF-mosaic-357,0,1,1,1,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-357.jpg
UWF-mosaic-358,0,1,0,1,1,0,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-358.jpg
UWF-mosaic-359,1,0,0,1,1,0,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-359.jpg
UWF-mosaic-360,0,1,1,0,1,0,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-360.jpg
UWF-mosaic-361,1,0,0,1,1,0,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-361.jpg
UWF-mosaic-362,1,1,0,1,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-362.jpg
UWF-mosaic-363,0,1,1,1,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-363.jpg
UWF-mosaic-364,1,1,1,1,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-364.jpg
UWF-mosaic-365,1,1,1,1,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-365.jpg
UWF-mosaic-366,1,1,1,1,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-366.jpg
UWF-mosaic-367,0,1,0,0,1,0,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-367.jpg
UWF-mosaic-368,0,1,0,0,1,0,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-368.jpg
UWF-mosaic-369,0,0,0,1,1,0,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-369.jpg
UWF-mosaic-370,0,1,0,1,1,0,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-370.jpg
UWF-mosaic-371,0,0,0,1,1,0,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-371.jpg
UWF-mosaic-372,0,1,0,0,1,0,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-372.jpg
UWF-mosaic-373,0,1,0,1,1,0,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-373.jpg
UWF-mosaic-374,0,1,0,1,1,0,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-374.jpg
UWF-mosaic-375,0,1,1,1,1,0,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-375.jpg
UWF-mosaic-376,1,1,1,1,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-376.jpg
UWF-mosaic-377,1,1,1,1,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-377.jpg
UWF-mosaic-378,1,1,1,0,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-378.jpg
UWF-mosaic-379,0,1,1,1,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-379.jpg
UWF-mosaic-380,1,1,1,1,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-380.jpg
UWF-mosaic-381,1,1,1,1,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-381.jpg
UWF-mosaic-382,1,1,1,1,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-382.jpg
UWF-mosaic-383,1,1,1,1,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-383.jpg
UWF-mosaic-384,1,1,1,1,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-384.jpg
UWF-mosaic-385,1,1,1,1,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-385.jpg
UWF-mosaic-386,1,1,1,1,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-386.jpg
UWF-mosaic-387,0,1,0,1,1,0,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-387.jpg
UWF-mosaic-388,1,1,0,1,1,0,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-388.jpg
UWF-mosaic-389,0,1,1,1,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-389.jpg
UWF-mosaic-390,1,1,1,1,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-390.jpg
UWF-mosaic-391,0,1,1,0,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-391.jpg
UWF-mosaic-392,0,1,1,0,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-392.jpg
UWF-mosaic-393,0,1,1,1,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-393.jpg
UWF-mosaic-394,0,1,1,1,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-394.jpg
UWF-mosaic-395,0,1,1,1,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-395.jpg
UWF-mosaic-396,0,1,1,1,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-396.jpg
UWF-mosaic-397,1,1,1,1,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-397.jpg
UWF-mosaic-398,0,1,1,1,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-398.jpg
UWF-mosaic-399,1,1,1,1,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-399.jpg
UWF-mosaic-400,0,1,1,1,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-400.jpg
UWF-mosaic-401,0,1,0,1,1,0,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-401.jpg
UWF-mosaic-402,0,1,0,1,1,0,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-402.jpg
UWF-mosaic-403,0,1,0,1,1,0,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-403.jpg
UWF-mosaic-404,0,1,0,1,1,0,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-404.jpg
UWF-mosaic-405,1,1,0,0,1,0,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-405.jpg
UWF-mosaic-406,1,1,1,0,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-406.jpg
UWF-mosaic-407,0,1,0,0,1,0,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-407.jpg
UWF-mosaic-408,0,1,1,0,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-408.jpg
UWF-mosaic-409,1,1,0,0,1,0,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-409.jpg
UWF-mosaic-410,1,1,1,1,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-410.jpg
UWF-mosaic-411,1,0,0,1,1,0,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-411.jpg
UWF-mosaic-412,0,1,1,0,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-412.jpg
UWF-mosaic-413,0,1,0,1,1,0,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-413.jpg
UWF-mosaic-414,0,1,1,1,1,1,0.0,1.0,right,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-414.jpg
UWF-mosaic-415,0,1,1,0,1,1,1.0,0.0,left,ultrawidefield,mshf,/N/project/retinal_images/datasets/mshf/MSHF dataset 2.0/Original/combined/UWF-mosaic-415.jpg
