Name,Illumination,Contrast,Clarity,Artifacts,Field,Left,Right,left_or_right,fundus_image_type,Quality
img07200,1,1,1,1,1,0,1,right,standard,1
img07201,1,1,1,1,1,1,0,left,standard,1
img07202,1,1,1,1,2,1,0,left,standard,0
img07203,1,1,1,1,1,0,1,right,standard,1
img07204,1,1,1,1,1,0,1,right,standard,1
img07205,1,1,1,1,2,1,0,left,standard,0
img07206,1,1,1,1,1,0,1,right,standard,1
img07207,1,1,1,1,1,1,0,left,standard,1
img07208,1,1,1,1,1,0,1,right,standard,1
img07209,1,1,1,1,1,1,0,left,standard,1
img07210,1,1,1,1,2,0,1,right,standard,0
img07211,1,1,1,1,1,1,0,left,standard,1
img07212,1,1,1,1,2,0,1,right,standard,0
img07213,1,1,1,1,2,1,0,left,standard,0
img07214,1,1,1,1,1,0,1,right,standard,1
img07215,1,1,1,1,2,1,0,left,standard,0
img07216,1,1,1,1,1,0,1,right,standard,1
img07217,1,1,1,1,1,1,0,left,standard,1
img07218,1,1,1,1,2,0,1,right,standard,0
img07219,1,1,1,1,2,1,0,left,standard,0
img07220,1,1,1,1,1,1,0,left,standard,1
img07221,1,1,1,1,1,0,1,right,standard,1
img07222,1,1,1,1,1,0,1,right,standard,1
img07223,1,1,1,1,1,0,1,right,standard,1
img07224,1,1,2,1,1,1,0,left,standard,0
img07225,1,1,1,1,2,0,1,right,standard,0
img07226,1,1,1,1,1,1,0,left,standard,1
img07227,1,1,1,1,1,0,1,right,standard,1
img07228,1,1,1,1,1,0,1,right,standard,1
img07229,1,1,1,1,1,1,0,left,standard,1
img07230,1,1,1,1,2,0,1,right,standard,0
img07231,1,1,1,1,1,1,0,left,standard,1
img07232,1,1,1,1,1,0,1,right,standard,1
img07233,1,1,1,1,1,1,0,left,standard,1
img07234,1,1,1,1,1,1,0,left,standard,1
img07235,1,1,1,1,1,0,1,right,standard,1
img07236,1,1,1,1,1,1,0,left,standard,1
img07237,1,1,1,1,2,0,1,right,standard,0
img07238,1,1,1,1,2,0,1,right,standard,0
img07239,1,1,1,1,1,1,0,left,standard,1
img07240,1,1,2,1,1,0,1,right,standard,0
img07241,1,1,1,1,1,1,0,left,standard,1
img07242,1,1,1,1,1,1,0,left,standard,1
img07243,1,1,1,1,1,0,1,right,standard,1
img07244,1,1,1,1,1,0,1,right,standard,1
img07245,1,1,1,1,1,1,0,left,standard,1
img07246,1,1,1,1,2,0,1,right,standard,0
img07247,1,1,1,1,1,1,0,left,standard,1
img07248,1,1,1,1,1,1,0,left,standard,1
img07249,1,1,1,1,2,0,1,right,standard,0
img07250,1,1,1,1,1,0,1,right,standard,1
img07251,1,1,1,1,1,0,1,right,standard,1
img07252,1,1,1,1,2,1,0,left,standard,0
img07253,1,1,1,1,1,1,0,left,standard,1
img07254,1,1,1,1,1,0,1,right,standard,1
img07255,1,1,1,1,1,0,1,right,standard,1
img07256,1,1,1,1,1,1,0,left,standard,1
img07257,1,1,1,1,2,1,0,left,standard,0
img07258,1,1,1,1,2,0,1,right,standard,0
img07259,1,1,1,1,1,0,1,right,standard,1
img07260,1,1,1,1,2,1,0,left,standard,0
img07261,1,1,1,1,1,0,1,right,standard,1
img07262,1,1,1,1,1,1,0,left,standard,1
img07263,1,1,1,1,2,1,0,left,standard,0
img07264,1,1,1,1,2,0,1,right,standard,0
img07265,1,1,1,1,1,0,1,right,standard,1
img07266,1,1,1,1,1,1,0,left,standard,1
img07267,1,1,1,1,1,1,0,left,standard,1
img07268,1,1,1,1,1,0,1,right,standard,1
img07269,1,1,1,1,1,0,1,right,standard,1
img07270,1,1,1,1,1,1,0,left,standard,1
img07271,1,1,1,1,1,0,1,right,standard,1
img07272,1,1,1,1,1,1,0,left,standard,1
img07273,1,1,1,1,1,0,1,right,standard,1
img07274,1,1,1,1,1,1,0,left,standard,1
img07275,1,1,1,1,1,1,0,left,standard,1
img07276,1,1,1,1,2,0,1,right,standard,0
img07277,1,1,1,1,1,0,1,right,standard,1
img07278,1,1,1,2,1,1,0,left,standard,0
img07279,1,1,1,1,1,0,1,right,standard,1
img07280,1,1,1,1,1,1,0,left,standard,1
img07281,1,1,1,1,1,0,1,right,standard,1
img07282,1,1,1,1,1,1,0,left,standard,1
img07283,1,1,1,1,1,0,1,right,standard,1
img07284,1,1,1,1,1,1,0,left,standard,1
img07285,1,1,1,1,1,0,1,right,standard,1
img07286,1,1,1,1,1,1,0,left,standard,1
img07287,1,1,1,1,1,1,0,left,standard,1
img07288,1,1,1,1,2,0,1,right,standard,0
img07289,1,1,1,1,2,0,1,right,standard,0
img07290,1,1,1,1,2,1,0,left,standard,0
img07291,1,1,1,1,1,0,1,right,standard,1
img07292,1,1,1,1,1,1,0,left,standard,1
img07293,1,1,1,1,2,0,1,right,standard,0
img07294,1,1,1,1,1,1,0,left,standard,1
img07295,1,1,2,1,1,0,1,right,standard,0
img07296,1,1,2,1,1,1,0,left,standard,0
img07297,1,1,1,1,1,0,1,right,standard,1
img07298,1,1,1,1,1,1,0,left,standard,1
img07299,1,1,1,1,1,1,0,left,standard,1
img07300,1,1,1,1,2,0,1,right,standard,0
img07301,1,1,1,1,1,1,0,left,standard,1
img07302,1,1,1,1,1,0,1,right,standard,1
img07303,1,1,1,1,1,0,1,right,standard,1
img07304,1,1,2,1,1,1,0,left,standard,0
img07305,1,1,1,1,1,0,1,right,standard,1
img07306,1,1,1,1,1,1,0,left,standard,1
img07307,1,1,1,1,1,0,1,right,standard,1
img07308,1,1,1,1,1,1,0,left,standard,1
img07309,1,1,1,1,2,1,0,left,standard,0
img07310,1,1,1,1,1,0,1,right,standard,1
img07311,1,1,1,1,1,0,1,right,standard,1
img07312,1,1,1,1,1,1,0,left,standard,1
img07313,1,1,1,1,1,1,0,left,standard,1
img07314,1,1,1,1,2,0,1,right,standard,0
img07315,1,1,1,1,2,0,1,right,standard,0
img07316,1,1,1,1,1,1,0,left,standard,1
img07317,1,1,1,1,1,0,1,right,standard,1
img07318,1,1,1,1,1,1,0,left,standard,1
img07319,1,1,1,1,1,0,1,right,standard,1
img07320,1,1,1,1,1,1,0,left,standard,1
img07321,1,1,1,1,1,0,1,right,standard,1
img07322,1,1,1,1,2,1,0,left,standard,0
img07323,1,1,1,1,1,0,1,right,standard,1
img07324,1,1,1,1,1,1,0,left,standard,1
img07325,1,1,1,1,1,0,1,right,standard,1
img07326,1,1,1,1,1,1,0,left,standard,1
img07327,1,1,1,1,1,0,1,right,standard,1
img07328,1,1,1,1,1,1,0,left,standard,1
img07329,1,1,1,1,1,0,1,right,standard,1
img07330,1,1,1,1,1,1,0,left,standard,1
img07331,1,1,1,1,1,0,1,right,standard,1
img07332,1,1,1,1,1,1,0,left,standard,1
img07333,1,1,1,1,2,0,1,right,standard,0
img07334,1,1,1,1,2,1,0,left,standard,0
img07335,1,1,1,1,1,0,1,right,standard,1
img07336,1,1,1,1,1,1,0,left,standard,1
img07337,1,1,1,1,1,1,0,left,standard,1
img07338,1,1,1,1,1,0,1,right,standard,1
img07339,1,1,1,1,1,0,1,right,standard,1
img07340,1,1,1,1,1,1,0,left,standard,1
img07341,1,1,1,1,1,0,1,right,standard,1
img07342,1,1,1,1,1,1,0,left,standard,1
img07343,1,1,2,1,1,1,0,left,standard,0
img07344,1,1,1,1,1,0,1,right,standard,1
img07345,1,1,1,1,1,0,1,right,standard,1
img07346,1,1,1,1,1,1,0,left,standard,1
img07347,1,1,1,1,1,0,1,right,standard,1
img07348,1,1,1,1,2,1,0,left,standard,0
img07349,1,1,1,1,2,0,1,right,standard,0
img07350,1,1,1,1,1,1,0,left,standard,1
img07351,1,1,1,1,1,0,1,right,standard,1
img07352,1,1,1,1,1,1,0,left,standard,1
img07353,1,1,1,2,2,1,0,left,standard,0
img07354,1,1,1,1,1,0,1,right,standard,1
img07355,1,1,1,1,1,0,1,right,standard,1
img07356,1,1,1,1,1,1,0,left,standard,1
img07357,1,1,1,1,1,0,1,right,standard,1
img07358,1,1,1,1,1,1,0,left,standard,1
img07359,1,1,1,1,1,0,1,right,standard,1
img07360,1,1,1,1,1,1,0,left,standard,1
img07361,1,1,1,1,1,0,1,right,standard,1
img07362,1,1,1,1,1,1,0,left,standard,1
img07363,1,1,1,1,2,0,1,right,standard,0
img07364,1,1,1,1,1,1,0,left,standard,1
img07365,1,1,1,1,1,1,0,left,standard,1
img07366,1,1,1,1,1,0,1,right,standard,1
img07367,1,1,1,1,1,0,1,right,standard,1
img07368,1,1,1,1,1,1,0,left,standard,1
img07369,1,1,1,1,1,1,0,left,standard,1
img07370,1,1,1,1,1,0,1,right,standard,1
img07371,1,1,1,1,1,0,1,right,standard,1
img07372,1,1,1,1,1,1,0,left,standard,1
img07373,1,1,1,1,1,0,1,right,standard,1
img07374,1,1,1,1,1,1,0,left,standard,1
img07375,1,1,1,1,1,0,1,right,standard,1
img07376,1,1,1,1,1,0,1,right,standard,1
img07377,1,1,1,1,1,1,0,left,standard,1
img07378,1,1,1,1,1,0,1,right,standard,1
img07379,1,1,1,1,1,1,0,left,standard,1
img07380,1,1,1,1,1,0,1,right,standard,1
img07381,1,1,1,1,2,1,0,left,standard,0
img07382,1,1,1,1,1,0,1,right,standard,1
img07383,1,1,1,1,1,1,0,left,standard,1
img07384,1,1,1,1,1,0,1,right,standard,1
img07385,1,1,1,1,1,1,0,left,standard,1
img07386,1,1,1,1,2,0,1,right,standard,0
img07387,1,1,1,1,1,1,0,left,standard,1
img07388,1,1,1,1,2,0,1,right,standard,0
img07389,1,1,1,1,1,1,0,left,standard,1
img07390,1,1,1,2,1,0,1,right,standard,0
img07391,1,1,1,1,1,1,0,left,standard,1
img07392,1,1,1,1,1,1,0,left,standard,1
img07393,1,1,1,1,2,0,1,right,standard,0
img07394,1,1,1,1,1,0,1,right,standard,1
img07395,1,1,1,1,1,1,0,left,standard,1
img07396,1,1,1,1,1,0,1,right,standard,1
img07397,1,1,1,1,1,1,0,left,standard,1
img07398,1,1,1,1,1,0,1,right,standard,1
img07399,1,1,1,1,1,1,0,left,standard,1
img07400,1,1,1,1,1,0,1,right,standard,1
img07401,1,1,1,1,1,1,0,left,standard,1
img07402,1,1,1,1,1,0,1,right,standard,1
img07403,1,1,1,1,1,1,0,left,standard,1
img07404,1,1,1,1,1,1,0,left,standard,1
img07405,1,1,1,1,1,0,1,right,standard,1
img07406,1,1,1,1,1,0,1,right,standard,1
img07407,1,1,1,1,2,1,0,left,standard,0
img07408,1,1,1,1,1,0,1,right,standard,1
img07409,1,1,1,1,1,1,0,left,standard,1
img07410,1,1,1,1,2,1,0,left,standard,0
img07411,1,1,1,1,1,0,1,right,standard,1
img07412,1,1,1,1,1,1,0,left,standard,1
img07413,1,1,1,1,2,0,1,right,standard,0
img07414,1,1,1,1,1,1,0,left,standard,1
img07415,1,1,1,1,1,1,0,left,standard,1
img07416,1,1,1,1,1,0,1,right,standard,1
img07417,1,1,1,1,1,1,0,left,standard,1
img07418,1,1,1,1,1,0,1,right,standard,1
img07419,1,1,1,1,1,0,1,right,standard,1
img07420,1,1,1,1,1,1,0,left,standard,1
img07421,1,1,1,1,1,1,0,left,standard,1
img07422,1,1,1,1,1,0,1,right,standard,1
img07423,1,1,1,1,1,0,1,right,standard,1
img07424,1,1,1,1,1,1,0,left,standard,1
img07425,1,1,1,1,1,0,1,right,standard,1
img07426,1,1,1,1,2,1,0,left,standard,0
img07427,1,1,1,1,2,0,1,right,standard,0
img07428,1,1,1,1,2,1,0,left,standard,0
img07429,1,1,1,1,1,1,0,left,standard,1
img07430,1,1,1,1,2,0,1,right,standard,0
img07431,1,1,2,1,1,1,0,left,standard,0
img07432,1,1,1,1,1,0,1,right,standard,1
img07433,1,1,1,1,1,1,0,left,standard,1
img07434,1,1,1,1,1,0,1,right,standard,1
img07435,1,1,1,1,1,1,0,left,standard,1
img07436,1,1,1,1,1,0,1,right,standard,1
img07437,1,1,1,1,1,1,0,left,standard,1
img07438,1,1,1,1,1,0,1,right,standard,1
img07439,1,1,1,1,1,1,0,left,standard,1
img07440,1,1,1,1,2,1,0,left,standard,0
img07441,1,1,1,1,2,0,1,right,standard,0
img07442,1,1,1,1,1,0,1,right,standard,1
img07443,1,1,1,1,2,1,0,left,standard,0
img07444,1,1,1,1,1,0,1,right,standard,1
img07445,1,1,2,1,1,1,0,left,standard,0
img07446,1,1,1,1,2,1,0,left,standard,0
img07447,1,1,1,1,1,0,1,right,standard,1
img07448,1,1,1,1,1,1,0,left,standard,1
img07449,1,1,1,1,2,0,1,right,standard,0
img07450,1,1,1,1,1,0,1,right,standard,1
img07451,1,1,1,1,1,1,0,left,standard,1
img07452,1,1,1,1,1,1,0,left,standard,1
img07453,1,1,1,1,1,0,1,right,standard,1
img07454,1,1,1,1,1,0,1,right,standard,1
img07455,1,1,1,1,1,1,0,left,standard,1
img07456,1,1,1,1,2,1,0,left,standard,0
img07457,1,1,1,1,2,0,1,right,standard,0
img07458,1,1,1,1,1,0,1,right,standard,1
img07459,1,1,1,1,1,1,0,left,standard,1
img07460,1,1,1,1,2,0,1,right,standard,0
img07461,1,1,1,1,1,1,0,left,standard,1
img07462,1,1,1,1,1,0,1,right,standard,1
img07463,1,1,1,1,2,1,0,left,standard,0
img07464,1,1,1,1,1,0,1,right,standard,1
img07465,1,1,1,1,1,1,0,left,standard,1
img07466,1,1,1,1,1,0,1,right,standard,1
img07467,1,1,1,1,1,1,0,left,standard,1
img07468,1,1,1,1,1,1,0,left,standard,1
img07469,1,1,1,1,1,0,1,right,standard,1
img07470,1,1,1,1,1,0,1,right,standard,1
img07471,1,1,1,1,1,1,0,left,standard,1
img07472,1,1,1,1,1,1,0,left,standard,1
img07473,1,1,1,1,1,0,1,right,standard,1
img07474,1,1,1,1,1,1,0,left,standard,1
img07475,1,1,1,1,2,0,1,right,standard,0
img07476,1,1,1,1,1,1,0,left,standard,1
img07477,1,1,1,1,1,0,1,right,standard,1
img07478,1,1,1,1,1,0,1,right,standard,1
img07479,1,1,1,1,1,1,0,left,standard,1
img07480,1,1,1,1,1,1,0,left,standard,1
img07481,1,1,1,1,1,0,1,right,standard,1
img07482,1,1,1,1,1,1,0,left,standard,1
img07483,1,1,1,1,1,1,0,left,standard,1
img07484,1,1,1,1,1,0,1,right,standard,1
img07485,1,1,1,1,1,1,0,left,standard,1
img07486,1,1,1,1,1,0,1,right,standard,1
img07487,1,1,1,1,1,0,1,right,standard,1
img07488,1,1,1,1,1,1,0,left,standard,1
img07489,1,1,1,1,1,0,1,right,standard,1
img07490,1,1,1,1,1,1,0,left,standard,1
img07491,1,1,2,1,2,0,1,right,standard,0
img07492,1,1,1,1,2,0,1,right,standard,0
img07493,1,1,1,1,1,1,0,left,standard,1
img07494,1,1,1,1,1,0,1,right,standard,1
img07495,1,1,1,1,1,1,0,left,standard,1
img07496,1,1,1,1,1,0,1,right,standard,1
img07497,1,1,1,1,2,1,0,left,standard,0
img07498,1,1,1,1,1,0,1,right,standard,1
img07499,1,1,1,1,1,1,0,left,standard,1
img07500,1,1,1,1,1,1,0,left,standard,1
img07501,1,1,1,1,2,0,1,right,standard,0
img07502,1,1,1,1,1,0,1,right,standard,1
img07503,1,1,1,1,1,1,0,left,standard,1
img07504,1,1,1,1,1,0,1,right,standard,1
img07505,1,1,1,1,1,1,0,left,standard,1
img07506,1,1,2,1,1,1,0,left,standard,0
img07507,1,1,1,1,1,0,1,right,standard,1
img07508,1,1,1,1,1,1,0,left,standard,1
img07509,1,1,1,1,2,0,1,right,standard,0
img07510,1,1,1,1,1,1,0,left,standard,1
img07511,1,1,1,1,1,1,0,left,standard,1
img07512,1,1,1,1,2,0,1,right,standard,0
img07513,1,1,1,1,1,1,0,left,standard,1
img07514,1,1,1,1,1,0,1,right,standard,1
img07515,1,1,1,1,2,0,1,right,standard,0
img07516,1,1,1,1,1,1,0,left,standard,1
img07517,1,1,1,1,1,0,1,right,standard,1
img07518,1,1,1,1,1,0,1,right,standard,1
img07519,1,1,1,1,1,1,0,left,standard,1
img07520,1,1,1,1,1,0,1,right,standard,1
img07521,1,1,1,1,1,1,0,left,standard,1
img07522,1,1,1,1,1,1,0,left,standard,1
img07523,1,1,1,1,2,0,1,right,standard,0
img07524,1,1,2,1,1,0,1,right,standard,0
img07525,1,1,1,1,2,1,0,left,standard,0
img07526,1,1,1,1,1,1,0,left,standard,1
img07527,1,1,1,1,1,0,1,right,standard,1
img07528,1,1,1,1,2,0,1,right,standard,0
img07529,1,1,1,1,2,1,0,left,standard,0
img07530,1,1,1,1,1,0,1,right,standard,1
img07531,1,1,1,1,1,1,0,left,standard,1
img07532,1,1,1,1,1,1,0,left,standard,1
img07533,1,1,1,1,1,0,1,right,standard,1
img07534,1,1,1,1,1,0,1,right,standard,1
img07535,1,1,1,1,1,1,0,left,standard,1
img07536,1,1,1,1,1,0,1,right,standard,1
img07537,1,1,1,1,2,1,0,left,standard,0
img07538,1,1,1,1,2,1,0,left,standard,0
img07539,1,1,1,1,2,0,1,right,standard,0
img07540,1,1,1,1,1,1,0,left,standard,1
img07541,1,1,1,1,1,0,1,right,standard,1
img07542,1,1,1,1,1,0,1,right,standard,1
img07543,1,1,2,1,1,1,0,left,standard,0
img07544,1,1,1,1,1,1,0,left,standard,1
img07545,1,1,1,1,1,0,1,right,standard,1
img07546,1,1,1,1,1,1,0,left,standard,1
img07547,1,1,1,1,2,0,1,right,standard,0
img07548,1,1,1,1,2,1,0,left,standard,0
img07549,1,1,1,1,1,0,1,right,standard,1
img07550,1,1,1,1,1,1,0,left,standard,1
img07551,1,1,1,1,2,1,0,left,standard,0
img07552,1,1,1,1,1,0,1,right,standard,1
img07553,1,1,1,1,1,0,1,right,standard,1
img07554,1,1,1,1,1,1,0,left,standard,1
img07555,1,1,1,1,2,1,0,left,standard,0
img07556,1,1,1,1,1,0,1,right,standard,1
img07557,1,1,1,1,1,1,0,left,standard,1
img07558,1,1,1,1,1,0,1,right,standard,1
img07559,1,1,1,1,1,1,0,left,standard,1
img07560,1,1,2,1,2,1,0,left,standard,0
img07561,1,1,1,1,1,0,1,right,standard,1
img07562,1,1,1,1,1,0,1,right,standard,1
img07563,1,1,1,1,1,1,0,left,standard,1
img07564,1,1,1,1,1,0,1,right,standard,1
img07565,1,1,1,1,1,1,0,left,standard,1
img07566,1,1,1,1,1,1,0,left,standard,1
img07567,1,1,1,1,2,0,1,right,standard,0
img07568,1,1,1,1,1,1,0,left,standard,1
img07569,1,1,1,1,2,0,1,right,standard,0
img07570,1,1,1,1,2,0,1,right,standard,0
img07571,1,1,1,1,1,0,1,right,standard,1
img07572,1,1,1,1,1,1,0,left,standard,1
img07573,1,1,1,1,1,0,1,right,standard,1
img07574,1,1,1,1,2,1,0,left,standard,0
img07575,1,1,1,1,1,0,1,right,standard,1
img07576,1,1,1,1,2,1,0,left,standard,0
img07577,1,1,1,1,1,0,1,right,standard,1
img07578,1,1,1,1,2,1,0,left,standard,0
img07579,1,1,1,1,1,0,1,right,standard,1
img07580,1,1,1,1,2,1,0,left,standard,0
img07581,1,1,1,1,1,1,0,left,standard,1
img07582,1,1,1,1,2,0,1,right,standard,0
img07583,1,1,1,1,1,0,1,right,standard,1
img07584,1,1,1,1,1,1,0,left,standard,1
img07585,1,1,1,1,1,1,0,left,standard,1
img07586,1,1,1,1,1,0,1,right,standard,1
img07587,1,1,1,1,1,0,1,right,standard,1
img07588,1,1,1,1,1,1,0,left,standard,1
img07589,1,1,1,1,2,0,1,right,standard,0
img07590,1,1,1,1,2,1,0,left,standard,0
img07591,1,1,1,1,1,0,1,right,standard,1
img07592,1,1,1,1,1,1,0,left,standard,1
img07593,1,1,1,1,1,0,1,right,standard,1
img07594,1,1,1,1,1,1,0,left,standard,1
img07595,1,1,1,1,2,0,1,right,standard,0
img07596,1,1,1,1,2,1,0,left,standard,0
img07597,1,1,1,1,1,1,0,left,standard,1
img07598,1,1,1,1,2,0,1,right,standard,0
img07599,1,1,1,1,2,0,1,right,standard,0
img07600,1,1,1,1,1,1,0,left,standard,1
img07601,1,1,1,1,2,0,1,right,standard,0
img07602,1,1,1,1,1,0,1,right,standard,1
img07603,1,1,1,1,1,1,0,left,standard,1
img07604,1,1,1,1,1,0,1,right,standard,1
img07605,1,1,1,1,2,1,0,left,standard,0
img07606,1,1,1,1,2,0,1,right,standard,0
img07607,1,1,1,1,1,0,1,right,standard,1
img07608,1,1,1,1,1,1,0,left,standard,1
img07609,1,1,1,1,1,0,1,right,standard,1
img07610,1,1,1,1,1,1,0,left,standard,1
img07611,1,1,1,1,1,0,1,right,standard,1
img07612,1,1,1,1,1,1,0,left,standard,1
img07613,1,1,1,1,1,1,0,left,standard,1
img07614,1,1,1,1,2,0,1,right,standard,0
img07615,1,1,1,1,2,0,1,right,standard,0
img07616,1,1,1,1,1,1,0,left,standard,1
img07617,1,1,1,1,1,0,1,right,standard,1
img07618,1,1,1,1,1,1,0,left,standard,1
img07619,1,1,1,1,2,1,0,left,standard,0
img07620,1,1,1,1,1,0,1,right,standard,1
img07621,1,1,1,1,1,0,1,right,standard,1
img07622,1,1,1,1,1,1,0,left,standard,1
img07623,1,1,1,1,1,0,1,right,standard,1
img07624,1,1,1,1,1,1,0,left,standard,1
img07625,1,1,1,1,1,0,1,right,standard,1
img07626,1,1,1,1,1,1,0,left,standard,1
img07627,1,1,1,1,1,0,1,right,standard,1
img07628,1,1,2,1,1,1,0,left,standard,0
img07629,1,1,1,1,1,1,0,left,standard,1
img07630,1,1,1,1,2,0,1,right,standard,0
img07631,1,1,1,1,1,0,1,right,standard,1
img07632,1,1,1,1,1,1,0,left,standard,1
img07633,1,1,1,1,2,1,0,left,standard,0
img07634,1,1,1,1,2,0,1,right,standard,0
img07635,1,1,1,1,1,0,1,right,standard,1
img07636,1,1,1,1,2,1,0,left,standard,0
img07637,1,1,1,1,1,0,1,right,standard,1
img07638,1,1,1,1,1,1,0,left,standard,1
img07639,1,1,1,1,1,0,1,right,standard,1
img07640,1,1,1,1,1,0,1,right,standard,1
img07641,1,1,1,1,1,1,0,left,standard,1
img07642,1,1,1,1,2,1,0,left,standard,0
img07643,1,1,1,1,1,0,1,right,standard,1
img07644,1,1,1,1,1,1,0,left,standard,1
img07645,1,1,1,1,1,0,1,right,standard,1
img07646,1,1,1,1,1,1,0,left,standard,1
img07647,1,1,1,1,1,0,1,right,standard,1
img07648,1,1,1,1,1,1,0,left,standard,1
img07649,1,1,1,1,1,0,1,right,standard,1
img07650,1,1,1,1,1,1,0,left,standard,1
img07651,1,1,1,1,1,0,1,right,standard,1
img07652,1,1,1,1,1,1,0,left,standard,1
img07653,1,1,1,1,1,0,1,right,standard,1
img07654,1,1,1,2,1,1,0,left,standard,0
img07655,1,1,1,1,1,0,1,right,standard,1
img07656,1,1,2,1,2,1,0,left,standard,0
img07657,1,1,1,1,1,0,1,right,standard,1
img07658,1,1,1,2,2,1,0,left,standard,0
img07659,1,1,1,1,2,0,1,right,standard,0
img07660,1,1,1,1,1,1,0,left,standard,1
img07661,1,1,1,1,1,0,1,right,standard,1
img07662,1,1,1,1,1,1,0,left,standard,1
img07663,1,1,1,1,1,1,0,left,standard,1
img07664,1,1,1,1,1,0,1,right,standard,1
img07665,1,1,1,1,1,0,1,right,standard,1
img07666,1,1,1,1,1,1,0,left,standard,1
img07667,1,1,1,1,1,1,0,left,standard,1
img07668,1,1,1,1,2,0,1,right,standard,0
img07669,1,1,1,1,1,0,1,right,standard,1
img07670,1,1,1,1,1,1,0,left,standard,1
img07671,1,1,1,1,1,0,1,right,standard,1
img07672,1,1,1,1,1,1,0,left,standard,1
img07673,1,1,1,1,1,0,1,right,standard,1
img07674,1,1,1,1,1,1,0,left,standard,1
img07675,1,1,2,1,2,0,1,right,standard,0
img07676,1,1,2,1,2,1,0,left,standard,0
img07677,1,1,1,1,2,1,0,left,standard,0
img07678,1,1,1,1,2,0,1,right,standard,0
img07679,1,1,1,1,2,1,0,left,standard,0
img07680,1,1,1,1,1,0,1,right,standard,1
img07681,1,1,1,1,1,1,0,left,standard,1
img07682,1,1,1,1,1,0,1,right,standard,1
img07683,1,1,1,1,1,1,0,left,standard,1
img07684,1,1,1,1,1,1,0,left,standard,1
img07685,1,1,1,1,2,0,1,right,standard,0
img07686,1,1,1,1,1,0,1,right,standard,1
img07687,1,1,1,1,1,0,1,right,standard,1
img07688,1,1,1,1,2,1,0,left,standard,0
img07689,1,1,1,1,2,0,1,right,standard,0
img07690,1,1,1,1,1,0,1,right,standard,1
img07691,1,1,1,1,2,0,1,right,standard,0
img07692,1,1,1,1,1,1,0,left,standard,1
img07693,1,1,1,1,1,0,1,right,standard,1
img07694,1,1,1,1,1,1,0,left,standard,1
img07695,1,1,1,1,1,0,1,right,standard,1
img07696,1,1,1,1,1,1,0,left,standard,1
img07697,1,1,1,1,1,0,1,right,standard,1
img07698,1,1,1,1,1,1,0,left,standard,1
img07699,1,1,1,1,1,1,0,left,standard,1
img07700,1,1,1,1,1,0,1,right,standard,1
img07701,1,1,1,1,1,1,0,left,standard,1
img07702,1,1,1,1,1,0,1,right,standard,1
img07703,1,1,1,1,1,0,1,right,standard,1
img07704,1,1,1,1,1,1,0,left,standard,1
img07705,1,1,1,1,1,0,1,right,standard,1
img07706,1,1,1,1,1,1,0,left,standard,1
img07707,1,1,1,1,1,1,0,left,standard,1
img07708,1,1,1,1,1,0,1,right,standard,1
img07709,1,1,1,1,1,0,1,right,standard,1
img07710,1,1,1,1,1,1,0,left,standard,1
img07711,1,1,1,1,2,0,1,right,standard,0
img07712,1,1,1,1,1,1,0,left,standard,1
img07713,1,1,1,1,1,1,0,left,standard,1
img07714,1,1,1,1,1,0,1,right,standard,1
img07715,1,1,1,1,1,0,1,right,standard,1
img07716,1,1,1,1,1,1,0,left,standard,1
img07717,1,1,1,1,1,0,1,right,standard,1
img07718,1,1,1,1,1,1,0,left,standard,1
img07719,1,1,1,1,1,0,1,right,standard,1
img07720,1,1,1,1,1,1,0,left,standard,1
img07721,1,1,1,1,1,0,1,right,standard,1
img07722,1,1,1,1,1,1,0,left,standard,1
img07723,1,1,2,1,1,0,1,right,standard,0
img07724,1,1,1,1,1,0,1,right,standard,1
img07725,1,1,1,1,1,0,1,right,standard,1
img07726,1,1,1,1,1,1,0,left,standard,1
img07727,1,1,1,1,1,0,1,right,standard,1
img07728,1,1,1,1,1,0,1,right,standard,1
img07729,1,1,1,1,2,1,0,left,standard,0
img07730,1,1,1,1,1,0,1,right,standard,1
img07731,1,1,1,1,1,1,0,left,standard,1
img07732,1,1,1,1,1,0,1,right,standard,1
img07733,1,1,1,1,1,1,0,left,standard,1
img07734,1,1,2,1,1,0,1,right,standard,0
img07735,1,1,2,1,1,1,0,left,standard,0
img07736,1,1,1,1,1,0,1,right,standard,1
img07737,1,1,1,1,2,1,0,left,standard,0
img07738,1,1,1,1,1,0,1,right,standard,1
img07739,1,1,1,1,1,1,0,left,standard,1
img07740,1,1,1,1,2,0,1,right,standard,0
img07741,1,1,1,1,1,0,1,right,standard,1
img07742,1,1,1,1,1,0,1,right,standard,1
img07743,1,1,1,1,1,1,0,left,standard,1
img07744,1,1,1,1,1,1,0,left,standard,1
img07745,1,1,1,1,1,0,1,right,standard,1
img07746,1,1,1,1,1,0,1,right,standard,1
img07747,1,1,1,1,1,1,0,left,standard,1
img07748,1,1,2,1,1,0,1,right,standard,0
img07749,1,1,2,1,1,1,0,left,standard,0
img07750,1,1,2,1,1,0,1,right,standard,0
img07751,1,1,1,1,1,0,1,right,standard,1
img07752,1,1,1,1,1,1,0,left,standard,1
img07753,1,1,1,1,1,0,1,right,standard,1
img07754,1,1,1,1,1,1,0,left,standard,1
img07755,1,1,1,1,1,0,1,right,standard,1
img07756,1,1,1,1,1,1,0,left,standard,1
