name,illumination,contrast,clarity,artifacts,field,quality,left,right,left_or_right,fundus_image_type,source
img06120,1,1,1,1,1,1,1,0,left,standard,brset
img06121,1,1,1,1,1,1,1,0,left,standard,brset
img06122,1,1,1,1,1,1,0,1,right,standard,brset
img06123,1,1,1,1,1,1,0,1,right,standard,brset
img06124,1,1,1,1,1,1,1,0,left,standard,brset
img06125,1,1,1,1,1,1,0,1,right,standard,brset
img06126,1,1,1,1,1,1,1,0,left,standard,brset
img06127,1,1,1,1,0,0,0,1,right,standard,brset
img06128,1,1,1,1,1,1,1,0,left,standard,brset
img06129,1,1,1,1,1,1,0,1,right,standard,brset
img06130,1,1,1,1,1,1,1,0,left,standard,brset
img06131,1,1,1,1,1,1,0,1,right,standard,brset
img06132,1,1,1,1,1,1,1,0,left,standard,brset
img06133,1,1,1,1,0,0,0,1,right,standard,brset
img06134,1,1,1,1,1,1,1,0,left,standard,brset
img06135,1,1,1,1,1,1,0,1,right,standard,brset
img06136,1,1,1,1,1,1,1,0,left,standard,brset
img06137,1,1,1,1,1,1,1,0,left,standard,brset
img06138,1,1,1,1,0,0,0,1,right,standard,brset
img06139,1,1,1,1,0,0,1,0,left,standard,brset
img06140,1,1,1,1,1,1,0,1,right,standard,brset
img06141,1,1,1,1,1,1,1,0,left,standard,brset
img06142,1,1,1,1,1,1,0,1,right,standard,brset
img06143,1,1,1,1,1,1,1,0,left,standard,brset
img06144,1,1,1,1,1,1,0,1,right,standard,brset
img06145,1,1,1,1,1,1,1,0,left,standard,brset
img06146,1,1,1,1,1,1,0,1,right,standard,brset
img06147,1,1,1,1,1,1,1,0,left,standard,brset
img06148,1,1,1,1,1,1,1,0,left,standard,brset
img06149,1,1,0,1,0,0,0,1,right,standard,brset
img06150,1,1,1,1,1,1,1,0,left,standard,brset
img06151,1,1,1,1,1,1,0,1,right,standard,brset
img06152,1,1,1,1,1,1,1,0,left,standard,brset
img06153,1,1,1,1,1,1,0,1,right,standard,brset
img06154,1,1,1,1,1,1,1,0,left,standard,brset
img06155,1,1,1,1,1,1,0,1,right,standard,brset
img06156,1,1,1,1,1,1,1,0,left,standard,brset
img06157,1,1,1,1,0,0,0,1,right,standard,brset
img06158,1,1,1,1,1,1,1,0,left,standard,brset
img06159,1,1,1,1,1,1,0,1,right,standard,brset
img06160,1,1,1,1,1,1,1,0,left,standard,brset
img06161,1,1,1,1,1,1,1,0,left,standard,brset
img06162,1,1,1,1,1,1,0,1,right,standard,brset
img06163,1,1,1,1,1,1,0,1,right,standard,brset
img06164,1,1,1,1,1,1,1,0,left,standard,brset
img06165,1,1,0,1,1,0,0,1,right,standard,brset
img06166,1,1,1,1,1,1,1,0,left,standard,brset
img06167,1,1,1,1,1,1,1,0,left,standard,brset
img06168,1,1,1,1,1,1,0,1,right,standard,brset
img06169,1,1,1,1,1,1,0,1,right,standard,brset
img06170,1,1,1,1,1,1,1,0,left,standard,brset
img06171,1,1,1,1,1,1,0,1,right,standard,brset
img06172,1,1,1,1,1,1,1,0,left,standard,brset
img06173,1,1,1,1,0,0,0,1,right,standard,brset
img06174,1,1,1,1,0,0,1,0,left,standard,brset
img06175,1,1,1,1,1,1,0,1,right,standard,brset
img06176,1,1,1,1,1,1,1,0,left,standard,brset
img06177,1,1,1,1,0,0,1,0,left,standard,brset
img06178,1,1,1,1,1,1,1,0,left,standard,brset
img06179,1,1,1,1,1,1,0,1,right,standard,brset
img06180,1,1,1,1,1,1,0,1,right,standard,brset
img06181,1,1,1,1,1,1,1,0,left,standard,brset
img06182,1,1,1,1,1,1,0,1,right,standard,brset
img06183,1,1,1,1,1,1,1,0,left,standard,brset
img06184,1,1,1,1,1,1,0,1,right,standard,brset
img06185,1,1,1,1,0,0,1,0,left,standard,brset
img06186,1,1,1,1,1,1,0,1,right,standard,brset
img06187,1,1,1,1,1,1,1,0,left,standard,brset
img06188,1,1,1,1,1,1,0,1,right,standard,brset
img06189,1,1,1,1,0,0,1,0,left,standard,brset
img06190,1,1,1,1,1,1,0,1,right,standard,brset
img06191,1,1,1,1,1,1,1,0,left,standard,brset
img06192,1,1,1,1,1,1,0,1,right,standard,brset
img06193,1,1,1,1,1,1,1,0,left,standard,brset
img06194,1,1,1,1,0,0,0,1,right,standard,brset
img06195,1,1,1,1,1,1,1,0,left,standard,brset
img06196,1,1,1,1,1,1,1,0,left,standard,brset
img06197,1,1,1,1,0,0,1,0,left,standard,brset
img06198,1,1,1,1,1,1,0,1,right,standard,brset
img06199,1,1,1,1,1,1,0,1,right,standard,brset
img06200,1,1,1,1,1,1,1,0,left,standard,brset
img06201,1,1,1,1,1,1,0,1,right,standard,brset
img06202,1,1,1,1,1,1,1,0,left,standard,brset
img06203,1,1,1,1,1,1,0,1,right,standard,brset
img06204,1,1,1,1,1,1,1,0,left,standard,brset
img06205,1,1,1,1,0,0,0,1,right,standard,brset
img06206,1,1,1,1,1,1,1,0,left,standard,brset
img06207,1,1,1,1,1,1,1,0,left,standard,brset
img06208,1,1,1,1,1,1,0,1,right,standard,brset
img06209,1,1,1,1,0,0,1,0,left,standard,brset
img06210,1,1,1,1,1,1,0,1,right,standard,brset
img06211,1,1,1,1,1,1,1,0,left,standard,brset
img06212,1,1,1,1,1,1,1,0,left,standard,brset
img06213,1,1,1,1,1,1,0,1,right,standard,brset
img06214,1,1,1,1,1,1,1,0,left,standard,brset
img06215,1,1,1,1,1,1,0,1,right,standard,brset
img06216,1,1,1,1,1,1,1,0,left,standard,brset
img06217,1,1,1,1,1,1,0,1,right,standard,brset
img06218,1,1,1,1,1,1,1,0,left,standard,brset
img06219,1,1,1,1,1,1,0,1,right,standard,brset
img06220,1,1,1,1,1,1,1,0,left,standard,brset
img06221,1,1,1,1,1,1,0,1,right,standard,brset
img06222,1,1,1,1,1,1,1,0,left,standard,brset
img06223,1,1,1,1,1,1,0,1,right,standard,brset
img06224,1,1,1,1,1,1,1,0,left,standard,brset
img06225,1,1,1,1,0,0,1,0,left,standard,brset
img06226,1,1,1,1,0,0,0,1,right,standard,brset
img06227,1,1,1,1,1,1,0,1,right,standard,brset
img06228,1,1,1,1,1,1,1,0,left,standard,brset
img06229,1,1,1,1,1,1,0,1,right,standard,brset
img06230,1,1,1,1,1,1,1,0,left,standard,brset
img06231,1,1,1,1,1,1,0,1,right,standard,brset
img06232,1,1,1,1,1,1,1,0,left,standard,brset
img06233,1,1,1,1,0,0,1,0,left,standard,brset
img06234,1,1,1,1,1,1,0,1,right,standard,brset
img06235,1,1,1,1,1,1,1,0,left,standard,brset
img06236,1,1,1,1,1,1,0,1,right,standard,brset
img06237,1,1,1,1,1,1,1,0,left,standard,brset
img06238,1,1,1,1,0,0,0,1,right,standard,brset
img06239,1,1,1,1,1,1,1,0,left,standard,brset
img06240,1,1,1,1,0,0,1,0,left,standard,brset
img06241,1,1,1,1,1,1,0,1,right,standard,brset
img06242,1,1,1,1,1,1,0,1,right,standard,brset
img06243,1,1,1,1,1,1,1,0,left,standard,brset
img06244,1,1,1,1,1,1,0,1,right,standard,brset
img06245,1,1,1,1,1,1,1,0,left,standard,brset
img06246,1,1,1,1,1,1,0,1,right,standard,brset
img06247,1,1,1,1,1,1,1,0,left,standard,brset
img06248,1,1,0,1,1,0,0,1,right,standard,brset
img06249,1,1,1,1,1,1,1,0,left,standard,brset
img06250,1,1,1,1,1,1,0,1,right,standard,brset
img06251,1,1,1,1,1,1,1,0,left,standard,brset
img06252,1,1,1,1,1,1,1,0,left,standard,brset
img06253,1,1,1,1,0,0,0,1,right,standard,brset
img06254,1,1,1,1,1,1,1,0,left,standard,brset
img06255,1,1,1,1,1,1,0,1,right,standard,brset
img06256,1,1,1,1,1,1,0,1,right,standard,brset
img06257,1,1,1,1,1,1,1,0,left,standard,brset
img06258,1,1,1,1,1,1,1,0,left,standard,brset
img06259,1,1,1,1,1,1,1,0,left,standard,brset
img06260,1,1,1,1,1,1,1,0,left,standard,brset
img06261,1,1,1,1,1,1,0,1,right,standard,brset
img06262,1,1,1,1,1,1,0,1,right,standard,brset
img06263,1,1,1,1,1,1,1,0,left,standard,brset
img06264,1,1,1,1,1,1,0,1,right,standard,brset
img06265,1,1,1,0,1,0,1,0,left,standard,brset
img06266,1,1,1,1,1,1,0,1,right,standard,brset
img06267,1,1,1,1,0,0,1,0,left,standard,brset
img06268,1,1,1,1,1,1,0,1,right,standard,brset
img06269,1,1,1,1,1,1,1,0,left,standard,brset
img06270,1,1,1,1,1,1,1,0,left,standard,brset
img06271,1,1,1,1,0,0,0,1,right,standard,brset
img06272,1,1,1,1,1,1,1,0,left,standard,brset
img06273,1,1,1,1,1,1,0,1,right,standard,brset
img06274,1,1,1,1,1,1,0,1,right,standard,brset
img06275,1,1,1,1,1,1,1,0,left,standard,brset
img06276,1,1,1,1,1,1,1,0,left,standard,brset
img06277,1,1,1,1,1,1,0,1,right,standard,brset
img06278,1,1,1,1,1,1,0,1,right,standard,brset
img06279,1,1,1,1,1,1,1,0,left,standard,brset
img06280,1,1,1,1,1,1,0,1,right,standard,brset
img06281,1,1,1,1,0,0,1,0,left,standard,brset
img06282,1,1,1,1,1,1,1,0,left,standard,brset
img06283,1,1,1,1,1,1,1,0,left,standard,brset
img06284,1,1,1,1,1,1,0,1,right,standard,brset
img06285,1,1,1,1,1,1,1,0,left,standard,brset
img06286,1,1,0,1,1,0,0,1,right,standard,brset
img06287,1,1,1,1,1,1,1,0,left,standard,brset
img06288,1,1,1,1,1,1,0,1,right,standard,brset
img06289,1,1,1,1,1,1,1,0,left,standard,brset
img06290,1,1,1,1,1,1,0,1,right,standard,brset
img06291,1,1,1,1,1,1,1,0,left,standard,brset
img06292,1,1,1,1,1,1,1,0,left,standard,brset
img06293,1,1,1,1,1,1,0,1,right,standard,brset
img06294,1,1,1,1,0,0,0,1,right,standard,brset
img06295,1,1,1,1,1,1,0,1,right,standard,brset
img06296,1,1,1,1,1,1,0,1,right,standard,brset
img06297,1,1,1,1,1,1,1,0,left,standard,brset
img06298,1,1,1,1,1,1,1,0,left,standard,brset
img06299,1,1,1,1,1,1,0,1,right,standard,brset
img06300,1,1,1,1,0,0,1,0,left,standard,brset
img06301,1,1,1,1,1,1,0,1,right,standard,brset
img06302,1,1,1,1,1,1,0,1,right,standard,brset
img06303,1,1,1,1,1,1,1,0,left,standard,brset
img06304,1,1,1,1,1,1,0,1,right,standard,brset
img06305,1,1,1,1,1,1,1,0,left,standard,brset
img06306,1,1,1,1,1,1,0,1,right,standard,brset
img06307,1,1,1,1,1,1,1,0,left,standard,brset
img06308,1,1,1,1,1,1,0,1,right,standard,brset
img06309,1,1,1,1,1,1,1,0,left,standard,brset
img06310,1,1,1,1,1,1,0,1,right,standard,brset
img06311,1,1,1,1,1,1,1,0,left,standard,brset
img06312,1,1,1,1,1,1,1,0,left,standard,brset
img06313,1,1,1,1,1,1,0,1,right,standard,brset
img06314,1,1,1,1,1,1,0,1,right,standard,brset
img06315,1,1,1,1,1,1,1,0,left,standard,brset
img06316,1,1,0,1,1,0,0,1,right,standard,brset
img06317,1,1,0,1,1,0,1,0,left,standard,brset
img06318,1,1,1,1,1,1,0,1,right,standard,brset
img06319,1,1,1,1,1,1,1,0,left,standard,brset
img06320,1,1,1,1,1,1,0,1,right,standard,brset
img06321,1,1,1,1,0,0,1,0,left,standard,brset
img06322,1,1,1,1,1,1,0,1,right,standard,brset
img06323,1,1,1,1,1,1,1,0,left,standard,brset
img06324,1,1,1,1,1,1,0,1,right,standard,brset
img06325,1,1,1,1,1,1,1,0,left,standard,brset
img06326,1,1,1,1,1,1,0,1,right,standard,brset
img06327,1,1,1,1,1,1,1,0,left,standard,brset
img06328,1,1,1,1,1,1,0,1,right,standard,brset
img06329,1,1,1,1,1,1,1,0,left,standard,brset
img06330,1,1,1,1,1,1,0,1,right,standard,brset
img06331,1,1,0,1,0,0,1,0,left,standard,brset
img06332,1,1,1,1,0,0,1,0,left,standard,brset
img06333,1,1,1,1,1,1,0,1,right,standard,brset
img06334,1,1,1,1,1,1,1,0,left,standard,brset
img06335,1,1,1,1,1,1,0,1,right,standard,brset
img06336,1,1,1,1,1,1,1,0,left,standard,brset
img06337,1,1,1,1,1,1,0,1,right,standard,brset
img06338,1,1,1,1,1,1,1,0,left,standard,brset
img06339,1,1,1,1,1,1,0,1,right,standard,brset
img06340,1,1,1,1,0,0,1,0,left,standard,brset
img06341,1,1,1,1,1,1,0,1,right,standard,brset
img06342,1,1,1,1,0,0,1,0,left,standard,brset
img06343,1,1,1,1,1,1,1,0,left,standard,brset
img06344,1,1,1,1,0,0,0,1,right,standard,brset
img06345,1,1,1,1,1,1,0,1,right,standard,brset
img06346,1,1,1,1,1,1,1,0,left,standard,brset
img06347,1,1,1,1,1,1,0,1,right,standard,brset
img06348,1,1,1,1,1,1,0,1,right,standard,brset
img06349,1,1,1,1,0,0,0,1,right,standard,brset
img06350,1,1,1,1,1,1,1,0,left,standard,brset
img06351,1,1,1,1,1,1,0,1,right,standard,brset
img06352,1,1,1,1,1,1,1,0,left,standard,brset
img06353,1,1,1,1,1,1,0,1,right,standard,brset
img06354,1,1,1,1,1,1,1,0,left,standard,brset
img06355,1,1,1,1,1,1,1,0,left,standard,brset
img06356,1,1,1,1,0,0,0,1,right,standard,brset
img06357,1,1,1,1,1,1,0,1,right,standard,brset
img06358,1,1,1,1,1,1,1,0,left,standard,brset
img06359,1,1,1,1,1,1,0,1,right,standard,brset
img06360,1,1,1,1,1,1,1,0,left,standard,brset
img06361,1,1,1,1,1,1,0,1,right,standard,brset
img06362,1,1,1,1,1,1,1,0,left,standard,brset
img06363,1,1,1,1,1,1,0,1,right,standard,brset
img06364,1,1,1,1,0,0,1,0,left,standard,brset
img06365,1,1,1,1,1,1,0,1,right,standard,brset
img06366,1,1,1,1,1,1,1,0,left,standard,brset
img06367,1,1,1,1,1,1,0,1,right,standard,brset
img06368,1,1,1,1,0,0,1,0,left,standard,brset
img06369,1,1,1,1,1,1,0,1,right,standard,brset
img06370,1,1,1,1,0,0,0,1,right,standard,brset
img06371,1,1,1,1,0,0,1,0,left,standard,brset
img06372,1,1,1,1,1,1,0,1,right,standard,brset
img06373,1,1,1,1,1,1,1,0,left,standard,brset
img06374,1,1,1,1,1,1,1,0,left,standard,brset
img06375,1,1,1,1,1,1,0,1,right,standard,brset
img06376,1,1,1,1,0,0,0,1,right,standard,brset
img06377,1,1,1,1,0,0,1,0,left,standard,brset
img06378,1,1,1,1,1,1,0,1,right,standard,brset
img06379,1,1,1,1,0,0,1,0,left,standard,brset
img06380,1,1,1,1,1,1,0,1,right,standard,brset
img06381,1,1,1,1,1,1,1,0,left,standard,brset
img06382,1,1,1,1,1,1,1,0,left,standard,brset
img06383,1,1,1,1,1,1,0,1,right,standard,brset
img06384,1,1,1,1,1,1,0,1,right,standard,brset
img06385,1,1,1,1,1,1,1,0,left,standard,brset
img06386,1,1,1,1,1,1,1,0,left,standard,brset
img06387,1,1,0,1,0,0,0,1,right,standard,brset
img06388,1,1,1,1,1,1,0,1,right,standard,brset
img06389,1,1,1,1,1,1,1,0,left,standard,brset
img06390,1,1,1,1,1,1,1,0,left,standard,brset
img06391,1,1,1,1,1,1,0,1,right,standard,brset
img06392,1,1,1,1,1,1,0,1,right,standard,brset
img06393,1,1,1,1,1,1,1,0,left,standard,brset
img06394,1,1,1,1,1,1,0,1,right,standard,brset
img06395,1,1,1,1,1,1,1,0,left,standard,brset
img06396,1,1,1,1,1,1,1,0,left,standard,brset
img06397,1,1,0,1,1,0,0,1,right,standard,brset
img06398,1,1,1,1,1,1,0,1,right,standard,brset
img06399,1,1,1,1,1,1,1,0,left,standard,brset
img06400,1,1,1,1,0,0,0,1,right,standard,brset
img06401,1,1,1,1,1,1,0,1,right,standard,brset
img06402,1,1,1,1,1,1,1,0,left,standard,brset
img06403,1,1,1,1,1,1,1,0,left,standard,brset
img06404,1,1,1,1,1,1,0,1,right,standard,brset
img06405,1,1,1,1,1,1,1,0,left,standard,brset
img06406,1,1,1,1,1,1,0,1,right,standard,brset
img06407,1,1,1,1,1,1,1,0,left,standard,brset
img06408,1,1,1,1,1,1,1,0,left,standard,brset
img06409,1,1,1,1,1,1,0,1,right,standard,brset
img06410,1,1,1,1,1,1,1,0,left,standard,brset
img06411,1,1,1,1,1,1,0,1,right,standard,brset
img06412,1,1,1,1,0,0,1,0,left,standard,brset
img06413,1,1,1,1,1,1,1,0,left,standard,brset
img06414,1,1,1,1,1,1,0,1,right,standard,brset
img06415,1,1,1,1,1,1,1,0,left,standard,brset
img06416,1,1,1,1,1,1,1,0,left,standard,brset
img06417,1,1,1,1,1,1,0,1,right,standard,brset
img06418,1,1,1,1,1,1,0,1,right,standard,brset
img06419,1,1,1,1,1,1,1,0,left,standard,brset
img06420,1,1,1,1,1,1,0,1,right,standard,brset
img06421,1,1,1,1,1,1,1,0,left,standard,brset
img06422,1,1,1,1,1,1,0,1,right,standard,brset
img06423,1,1,1,1,1,1,1,0,left,standard,brset
img06424,1,1,1,1,1,1,1,0,left,standard,brset
img06425,1,1,1,1,1,1,0,1,right,standard,brset
img06426,1,1,1,1,1,1,0,1,right,standard,brset
img06427,1,1,1,1,0,0,1,0,left,standard,brset
img06428,1,1,0,1,0,0,0,1,right,standard,brset
img06429,1,1,0,1,1,0,1,0,left,standard,brset
img06430,1,1,1,1,1,1,1,0,left,standard,brset
img06431,1,1,1,1,1,1,0,1,right,standard,brset
img06432,1,1,1,1,0,0,0,1,right,standard,brset
img06433,1,1,1,1,1,1,1,0,left,standard,brset
img06434,1,1,1,1,0,0,0,1,right,standard,brset
img06435,1,1,1,1,1,1,1,0,left,standard,brset
img06436,1,1,1,1,1,1,0,1,right,standard,brset
img06437,1,1,1,1,1,1,1,0,left,standard,brset
img06438,1,1,1,1,1,1,0,1,right,standard,brset
img06439,1,1,1,1,1,1,1,0,left,standard,brset
img06440,1,1,1,1,1,1,0,1,right,standard,brset
img06441,1,1,1,1,1,1,1,0,left,standard,brset
img06442,1,1,1,1,1,1,1,0,left,standard,brset
img06443,1,1,1,1,1,1,0,1,right,standard,brset
img06444,1,1,1,1,1,1,0,1,right,standard,brset
img06445,1,1,1,1,1,1,1,0,left,standard,brset
img06446,1,1,1,1,1,1,0,1,right,standard,brset
img06447,1,1,1,1,1,1,1,0,left,standard,brset
img06448,1,1,1,1,1,1,1,0,left,standard,brset
img06449,1,1,1,1,1,1,0,1,right,standard,brset
img06450,1,1,1,1,1,1,1,0,left,standard,brset
img06451,1,1,1,1,0,0,0,1,right,standard,brset
img06452,1,1,1,1,1,1,1,0,left,standard,brset
img06453,1,1,1,1,0,0,0,1,right,standard,brset
img06454,1,1,1,1,1,1,0,1,right,standard,brset
img06455,1,1,1,1,1,1,1,0,left,standard,brset
img06456,1,1,1,1,0,0,0,1,right,standard,brset
img06457,1,1,1,1,1,1,1,0,left,standard,brset
img06458,1,1,1,1,1,1,0,1,right,standard,brset
img06459,1,1,1,1,1,1,1,0,left,standard,brset
img06460,1,1,1,1,1,1,0,1,right,standard,brset
img06461,1,1,1,1,0,0,1,0,left,standard,brset
img06462,1,1,1,1,1,1,0,1,right,standard,brset
img06463,1,1,1,1,1,1,1,0,left,standard,brset
img06464,1,1,1,1,1,1,1,0,left,standard,brset
img06465,1,1,1,1,1,1,0,1,right,standard,brset
img06466,1,1,1,1,0,0,1,0,left,standard,brset
img06467,1,1,1,1,1,1,1,0,left,standard,brset
img06468,1,1,1,1,1,1,0,1,right,standard,brset
img06469,1,1,1,1,0,0,0,1,right,standard,brset
img06470,1,1,1,1,0,0,1,0,left,standard,brset
img06471,1,1,1,1,0,0,1,0,left,standard,brset
img06472,1,1,1,1,1,1,0,1,right,standard,brset
img06473,1,1,1,1,1,1,0,1,right,standard,brset
img06474,1,1,1,1,1,1,1,0,left,standard,brset
img06475,1,1,1,1,1,1,1,0,left,standard,brset
img06476,1,1,1,1,0,0,0,1,right,standard,brset
img06477,1,1,1,1,1,1,0,1,right,standard,brset
img06478,1,1,1,1,1,1,1,0,left,standard,brset
img06479,1,1,1,1,1,1,0,1,right,standard,brset
img06480,1,1,1,1,1,1,1,0,left,standard,brset
img06481,1,1,1,1,1,1,0,1,right,standard,brset
img06482,1,1,1,1,1,1,0,1,right,standard,brset
img06483,1,1,1,1,1,1,0,1,right,standard,brset
img06484,1,1,1,1,1,1,1,0,left,standard,brset
img06485,1,1,1,1,1,1,1,0,left,standard,brset
img06486,1,1,1,1,1,1,0,1,right,standard,brset
img06487,1,1,1,1,1,1,0,1,right,standard,brset
img06488,1,1,1,1,1,1,1,0,left,standard,brset
img06489,1,1,1,1,0,0,1,0,left,standard,brset
img06490,1,1,1,1,1,1,0,1,right,standard,brset
img06491,1,1,1,1,0,0,1,0,left,standard,brset
img06492,1,1,1,1,0,0,0,1,right,standard,brset
img06493,1,1,1,1,0,0,1,0,left,standard,brset
img06494,1,1,1,1,1,1,0,1,right,standard,brset
img06495,1,1,1,1,1,1,0,1,right,standard,brset
img06496,1,1,1,1,1,1,1,0,left,standard,brset
img06497,1,1,1,1,0,0,0,1,right,standard,brset
img06498,1,1,1,1,0,0,1,0,left,standard,brset
img06499,1,1,1,1,1,1,0,1,right,standard,brset
img06500,1,1,1,1,0,0,1,0,left,standard,brset
img06501,1,1,1,1,0,0,1,0,left,standard,brset
img06502,1,1,1,1,0,0,0,1,right,standard,brset
img06503,1,1,0,1,0,0,0,1,right,standard,brset
img06504,1,1,0,1,0,0,1,0,left,standard,brset
img06505,1,1,1,1,1,1,0,1,right,standard,brset
img06506,1,1,1,1,1,1,1,0,left,standard,brset
img06507,1,1,1,1,0,0,0,1,right,standard,brset
img06508,1,1,1,1,0,0,1,0,left,standard,brset
img06509,1,1,1,1,1,1,0,1,right,standard,brset
img06510,1,1,1,1,1,1,1,0,left,standard,brset
img06511,1,1,1,1,1,1,0,1,right,standard,brset
img06512,1,1,1,1,1,1,1,0,left,standard,brset
img06513,1,1,1,1,1,1,0,1,right,standard,brset
img06514,1,1,1,1,1,1,1,0,left,standard,brset
img06515,1,1,1,1,1,1,0,1,right,standard,brset
img06516,1,1,1,1,1,1,1,0,left,standard,brset
img06517,1,1,1,1,1,1,1,0,left,standard,brset
img06518,1,1,1,1,0,0,0,1,right,standard,brset
img06519,1,1,1,1,0,0,1,0,left,standard,brset
img06520,1,1,1,1,1,1,1,0,left,standard,brset
img06521,1,1,1,1,0,0,0,1,right,standard,brset
img06522,1,1,1,1,0,0,1,0,left,standard,brset
img06523,1,1,1,1,1,1,0,1,right,standard,brset
img06524,1,1,1,1,0,0,1,0,left,standard,brset
img06525,1,1,1,1,1,1,0,1,right,standard,brset
img06526,1,1,1,1,1,1,1,0,left,standard,brset
img06527,1,1,1,1,1,1,0,1,right,standard,brset
img06528,1,1,1,1,1,1,1,0,left,standard,brset
img06529,1,1,1,1,0,0,1,0,left,standard,brset
img06530,1,1,1,1,1,1,0,1,right,standard,brset
img06531,1,1,1,1,1,1,1,0,left,standard,brset
img06532,1,1,1,1,1,1,0,1,right,standard,brset
img06533,1,1,1,1,1,1,1,0,left,standard,brset
img06534,1,1,1,1,1,1,0,1,right,standard,brset
img06535,1,1,1,1,1,1,0,1,right,standard,brset
img06536,1,1,1,1,1,1,1,0,left,standard,brset
img06537,1,1,1,1,1,1,1,0,left,standard,brset
img06538,1,1,1,1,1,1,0,1,right,standard,brset
img06539,1,1,1,1,1,1,1,0,left,standard,brset
img06540,1,1,1,1,1,1,0,1,right,standard,brset
img06541,1,1,1,1,1,1,1,0,left,standard,brset
img06542,1,1,1,1,0,0,0,1,right,standard,brset
img06543,1,1,0,1,0,0,1,0,left,standard,brset
img06544,1,1,1,1,1,1,0,1,right,standard,brset
img06545,1,1,1,1,1,1,1,0,left,standard,brset
img06546,1,1,1,1,0,0,0,1,right,standard,brset
img06547,1,1,1,1,1,1,1,0,left,standard,brset
img06548,1,1,1,1,1,1,0,1,right,standard,brset
img06549,1,1,1,1,1,1,1,0,left,standard,brset
img06550,1,1,1,1,1,1,0,1,right,standard,brset
img06551,1,1,1,1,1,1,1,0,left,standard,brset
img06552,1,1,1,1,1,1,0,1,right,standard,brset
img06553,1,1,1,1,1,1,1,0,left,standard,brset
img06554,1,1,1,1,1,1,0,1,right,standard,brset
img06555,1,1,1,1,1,1,1,0,left,standard,brset
img06556,1,1,1,1,1,1,0,1,right,standard,brset
img06557,1,1,1,1,1,1,1,0,left,standard,brset
img06558,1,1,1,1,1,1,0,1,right,standard,brset
img06559,1,1,1,1,1,1,1,0,left,standard,brset
img06560,1,1,1,1,1,1,0,1,right,standard,brset
img06561,1,1,1,1,1,1,1,0,left,standard,brset
img06562,1,1,1,1,1,1,0,1,right,standard,brset
img06563,1,1,1,1,1,1,1,0,left,standard,brset
img06564,1,1,1,1,1,1,1,0,left,standard,brset
img06565,1,1,1,1,0,0,0,1,right,standard,brset
img06566,1,1,1,1,1,1,1,0,left,standard,brset
img06567,1,1,1,1,1,1,0,1,right,standard,brset
img06568,1,1,1,1,0,0,0,1,right,standard,brset
img06569,1,1,0,1,0,0,1,0,left,standard,brset
img06570,1,1,1,1,1,1,0,1,right,standard,brset
img06571,1,1,1,1,1,1,1,0,left,standard,brset
img06572,1,1,1,1,1,1,0,1,right,standard,brset
img06573,1,1,1,1,1,1,1,0,left,standard,brset
img06574,1,1,1,1,1,1,0,1,right,standard,brset
img06575,1,1,1,1,1,1,1,0,left,standard,brset
img06576,1,1,1,1,1,1,0,1,right,standard,brset
img06577,1,1,1,1,1,1,1,0,left,standard,brset
img06578,1,1,1,1,0,0,0,1,right,standard,brset
img06579,1,1,1,1,1,1,1,0,left,standard,brset
img06580,1,1,1,1,1,1,0,1,right,standard,brset
img06581,1,1,1,1,1,1,0,1,right,standard,brset
img06582,1,1,1,1,1,1,1,0,left,standard,brset
img06583,1,1,1,1,1,1,1,0,left,standard,brset
img06584,1,1,1,1,1,1,0,1,right,standard,brset
img06585,1,1,1,1,1,1,1,0,left,standard,brset
img06586,1,1,1,1,1,1,1,0,left,standard,brset
img06587,1,1,1,1,1,1,0,1,right,standard,brset
img06588,1,1,1,1,1,1,1,0,left,standard,brset
img06589,1,1,1,1,1,1,1,0,left,standard,brset
img06590,1,1,1,1,0,0,0,1,right,standard,brset
img06591,1,1,1,1,1,1,1,0,left,standard,brset
img06592,1,1,0,1,1,0,0,1,right,standard,brset
img06593,1,1,1,1,1,1,0,1,right,standard,brset
img06594,1,1,1,1,1,1,0,1,right,standard,brset
img06595,1,1,1,1,1,1,1,0,left,standard,brset
img06596,1,1,0,1,1,0,0,1,right,standard,brset
img06597,1,1,0,1,1,0,1,0,left,standard,brset
img06598,1,1,1,1,1,1,1,0,left,standard,brset
img06599,1,1,1,1,1,1,1,0,left,standard,brset
img06600,1,1,1,1,0,0,0,1,right,standard,brset
img06601,1,1,1,1,0,0,1,0,left,standard,brset
img06602,1,1,1,1,0,0,0,1,right,standard,brset
img06603,1,1,1,1,1,1,1,0,left,standard,brset
img06604,1,1,1,1,0,0,1,0,left,standard,brset
img06605,1,1,1,1,1,1,0,1,right,standard,brset
img06606,1,1,1,1,1,1,1,0,left,standard,brset
img06607,1,1,1,1,1,1,0,1,right,standard,brset
img06608,1,1,1,1,1,1,1,0,left,standard,brset
img06609,1,1,1,1,1,1,0,1,right,standard,brset
img06610,1,1,1,1,0,0,1,0,left,standard,brset
img06611,1,1,1,1,1,1,1,0,left,standard,brset
img06612,1,1,1,1,1,1,0,1,right,standard,brset
img06613,1,1,1,1,1,1,1,0,left,standard,brset
img06614,1,1,1,1,1,1,0,1,right,standard,brset
img06615,1,1,1,1,1,1,1,0,left,standard,brset
img06616,1,1,1,1,1,1,1,0,left,standard,brset
img06617,1,1,1,1,1,1,0,1,right,standard,brset
